"Plot Title: 20444027"
"#","Date Time, GMT-10:00","Temp, °F (LGR S/N: 20444027, SEN S/N: 20444027)","Coupler Detached (LGR S/N: 20444027)","Coupler Attached (LGR S/N: 20444027)","Host Connected (LGR S/N: 20444027)","End Of File (LGR S/N: 20444027)"
71,01/04/20 11:54:23 PM,73.602,,,,
72,01/05/20 12:04:23 AM,73.602,,,,
73,01/05/20 12:14:23 AM,73.558,,,,
74,01/05/20 12:24:23 AM,73.602,,,,
75,01/05/20 12:34:23 AM,73.558,,,,
76,01/05/20 12:44:23 AM,73.515,,,,
77,01/05/20 12:54:23 AM,73.558,,,,
78,01/05/20 01:04:23 AM,73.515,,,,
79,01/05/20 01:14:23 AM,73.515,,,,
80,01/05/20 01:24:23 AM,73.515,,,,
81,01/05/20 01:34:23 AM,73.515,,,,
82,01/05/20 01:44:23 AM,73.515,,,,
83,01/05/20 01:54:23 AM,73.515,,,,
84,01/05/20 02:04:23 AM,73.515,,,,
85,01/05/20 02:14:23 AM,73.472,,,,
86,01/05/20 02:24:23 AM,73.515,,,,
87,01/05/20 02:34:23 AM,73.472,,,,
88,01/05/20 02:44:23 AM,73.472,,,,
89,01/05/20 02:54:23 AM,73.472,,,,
90,01/05/20 03:04:23 AM,73.472,,,,
91,01/05/20 03:14:23 AM,73.472,,,,
92,01/05/20 03:24:23 AM,73.472,,,,
93,01/05/20 03:34:23 AM,73.472,,,,
94,01/05/20 03:44:23 AM,73.472,,,,
95,01/05/20 03:54:23 AM,73.472,,,,
96,01/05/20 04:04:23 AM,73.429,,,,
97,01/05/20 04:14:23 AM,73.472,,,,
98,01/05/20 04:24:23 AM,73.472,,,,
99,01/05/20 04:34:23 AM,73.472,,,,
100,01/05/20 04:44:23 AM,73.472,,,,
101,01/05/20 04:54:23 AM,73.472,,,,
102,01/05/20 05:04:23 AM,73.429,,,,
103,01/05/20 05:14:23 AM,73.472,,,,
104,01/05/20 05:24:23 AM,73.429,,,,
105,01/05/20 05:34:23 AM,73.386,,,,
106,01/05/20 05:44:23 AM,73.429,,,,
107,01/05/20 05:54:23 AM,73.386,,,,
108,01/05/20 06:04:23 AM,73.429,,,,
109,01/05/20 06:14:23 AM,73.429,,,,
110,01/05/20 06:24:23 AM,73.429,,,,
111,01/05/20 06:34:23 AM,73.429,,,,
112,01/05/20 06:44:23 AM,73.429,,,,
113,01/05/20 06:54:23 AM,73.429,,,,
114,01/05/20 07:04:23 AM,73.472,,,,
115,01/05/20 07:14:23 AM,73.558,,,,
116,01/05/20 07:24:23 AM,73.342,,,,
117,01/05/20 07:34:23 AM,73.213,,,,
118,01/05/20 07:44:23 AM,73.083,,,,
119,01/05/20 07:54:23 AM,72.912,,,,
120,01/05/20 08:04:23 AM,72.869,,,,
121,01/05/20 08:14:23 AM,72.912,,,,
122,01/05/20 08:24:23 AM,72.912,,,,
123,01/05/20 08:34:23 AM,72.997,,,,
124,01/05/20 08:44:23 AM,72.997,,,,
125,01/05/20 08:54:23 AM,72.955,,,,
126,01/05/20 09:04:23 AM,72.997,,,,
127,01/05/20 09:14:23 AM,73.040,,,,
128,01/05/20 09:24:23 AM,72.869,,,,
129,01/05/20 09:34:23 AM,72.869,,,,
130,01/05/20 09:44:23 AM,73.126,,,,
131,01/05/20 09:54:23 AM,73.386,,,,
132,01/05/20 10:04:23 AM,73.645,,,,
133,01/05/20 10:14:23 AM,73.688,,,,
134,01/05/20 10:24:23 AM,73.688,,,,
135,01/05/20 10:34:23 AM,73.645,,,,
136,01/05/20 10:44:23 AM,73.602,,,,
137,01/05/20 10:54:23 AM,73.515,,,,
138,01/05/20 11:04:23 AM,73.472,,,,
139,01/05/20 11:14:23 AM,73.515,,,,
140,01/05/20 11:24:23 AM,73.472,,,,
141,01/05/20 11:34:23 AM,73.515,,,,
142,01/05/20 11:44:23 AM,73.558,,,,
143,01/05/20 11:54:23 AM,73.558,,,,
144,01/05/20 12:04:23 PM,73.515,,,,
145,01/05/20 12:14:23 PM,73.429,,,,
146,01/05/20 12:24:23 PM,73.386,,,,
147,01/05/20 12:34:23 PM,73.342,,,,
148,01/05/20 12:44:23 PM,73.342,,,,
149,01/05/20 12:54:23 PM,73.342,,,,
150,01/05/20 01:04:23 PM,73.299,,,,
151,01/05/20 01:14:23 PM,73.342,,,,
152,01/05/20 01:24:23 PM,73.299,,,,
153,01/05/20 01:34:23 PM,73.342,,,,
154,01/05/20 01:44:23 PM,73.342,,,,
155,01/05/20 01:54:23 PM,73.299,,,,
156,01/05/20 02:04:23 PM,73.256,,,,
157,01/05/20 02:14:23 PM,73.213,,,,
158,01/05/20 02:24:23 PM,73.299,,,,
159,01/05/20 02:34:23 PM,73.342,,,,
160,01/05/20 02:44:23 PM,73.645,,,,
161,01/05/20 02:54:23 PM,73.947,,,,
162,01/05/20 03:04:23 PM,74.034,,,,
163,01/05/20 03:14:23 PM,74.034,,,,
164,01/05/20 03:24:23 PM,73.602,,,,
165,01/05/20 03:34:23 PM,73.429,,,,
166,01/05/20 03:44:23 PM,73.342,,,,
167,01/05/20 03:54:23 PM,73.256,,,,
168,01/05/20 04:04:23 PM,73.342,,,,
169,01/05/20 04:14:23 PM,73.386,,,,
170,01/05/20 04:24:23 PM,73.386,,,,
171,01/05/20 04:34:23 PM,73.342,,,,
172,01/05/20 04:44:23 PM,73.342,,,,
173,01/05/20 04:54:23 PM,73.299,,,,
174,01/05/20 05:04:23 PM,73.213,,,,
175,01/05/20 05:14:23 PM,73.170,,,,
176,01/05/20 05:24:23 PM,73.170,,,,
177,01/05/20 05:34:23 PM,73.386,,,,
178,01/05/20 05:44:23 PM,73.558,,,,
179,01/05/20 05:54:23 PM,73.731,,,,
180,01/05/20 06:04:23 PM,73.904,,,,
181,01/05/20 06:14:23 PM,74.077,,,,
182,01/05/20 06:24:23 PM,74.077,,,,
183,01/05/20 06:34:23 PM,73.990,,,,
184,01/05/20 06:44:23 PM,73.947,,,,
185,01/05/20 06:54:23 PM,73.861,,,,
186,01/05/20 07:04:23 PM,73.774,,,,
187,01/05/20 07:14:23 PM,73.645,,,,
188,01/05/20 07:24:23 PM,73.558,,,,
189,01/05/20 07:34:23 PM,73.515,,,,
190,01/05/20 07:44:23 PM,73.515,,,,
191,01/05/20 07:54:23 PM,73.515,,,,
192,01/05/20 08:04:23 PM,73.472,,,,
193,01/05/20 08:14:23 PM,73.472,,,,
194,01/05/20 08:24:23 PM,73.472,,,,
195,01/05/20 08:34:23 PM,73.429,,,,
196,01/05/20 08:44:23 PM,73.429,,,,
197,01/05/20 08:54:23 PM,73.429,,,,
198,01/05/20 09:04:23 PM,73.429,,,,
199,01/05/20 09:14:23 PM,73.429,,,,
200,01/05/20 09:24:23 PM,73.429,,,,
201,01/05/20 09:34:23 PM,73.429,,,,
202,01/05/20 09:44:23 PM,73.429,,,,
203,01/05/20 09:54:23 PM,73.429,,,,
204,01/05/20 10:04:23 PM,73.386,,,,
205,01/05/20 10:14:23 PM,73.386,,,,
206,01/05/20 10:24:23 PM,73.386,,,,
207,01/05/20 10:34:23 PM,73.386,,,,
208,01/05/20 10:44:23 PM,73.386,,,,
209,01/05/20 10:54:23 PM,73.386,,,,
210,01/05/20 11:04:23 PM,73.386,,,,
211,01/05/20 11:14:23 PM,73.386,,,,
212,01/05/20 11:24:23 PM,73.386,,,,
213,01/05/20 11:34:23 PM,73.429,,,,
214,01/05/20 11:44:23 PM,73.429,,,,
215,01/05/20 11:54:23 PM,73.429,,,,
216,01/06/20 12:04:23 AM,73.429,,,,
217,01/06/20 12:14:23 AM,73.429,,,,
218,01/06/20 12:24:23 AM,73.429,,,,
219,01/06/20 12:34:23 AM,73.429,,,,
220,01/06/20 12:44:23 AM,73.429,,,,
221,01/06/20 12:54:23 AM,73.429,,,,
222,01/06/20 01:04:23 AM,73.429,,,,
223,01/06/20 01:14:23 AM,73.472,,,,
224,01/06/20 01:24:23 AM,73.472,,,,
225,01/06/20 01:34:23 AM,73.472,,,,
226,01/06/20 01:44:23 AM,73.472,,,,
227,01/06/20 01:54:23 AM,73.472,,,,
228,01/06/20 02:04:23 AM,73.472,,,,
229,01/06/20 02:14:23 AM,73.472,,,,
230,01/06/20 02:24:23 AM,73.472,,,,
231,01/06/20 02:34:23 AM,73.515,,,,
232,01/06/20 02:44:23 AM,73.515,,,,
233,01/06/20 02:54:23 AM,73.515,,,,
234,01/06/20 03:04:23 AM,73.515,,,,
235,01/06/20 03:14:23 AM,73.515,,,,
236,01/06/20 03:24:23 AM,73.515,,,,
237,01/06/20 03:34:23 AM,73.515,,,,
238,01/06/20 03:44:23 AM,73.515,,,,
239,01/06/20 03:54:23 AM,73.515,,,,
240,01/06/20 04:04:23 AM,73.515,,,,
241,01/06/20 04:14:23 AM,73.515,,,,
242,01/06/20 04:24:23 AM,73.515,,,,
243,01/06/20 04:34:23 AM,73.515,,,,
244,01/06/20 04:44:23 AM,73.515,,,,
245,01/06/20 04:54:23 AM,73.515,,,,
246,01/06/20 05:04:23 AM,73.558,,,,
247,01/06/20 05:14:23 AM,73.558,,,,
248,01/06/20 05:24:23 AM,73.558,,,,
249,01/06/20 05:34:23 AM,73.558,,,,
250,01/06/20 05:44:23 AM,73.558,,,,
251,01/06/20 05:54:23 AM,73.558,,,,
252,01/06/20 06:04:23 AM,73.558,,,,
253,01/06/20 06:14:23 AM,73.558,,,,
254,01/06/20 06:24:23 AM,73.558,,,,
255,01/06/20 06:34:23 AM,73.558,,,,
256,01/06/20 06:44:23 AM,73.558,,,,
257,01/06/20 06:54:23 AM,73.558,,,,
258,01/06/20 07:04:23 AM,73.472,,,,
259,01/06/20 07:14:23 AM,73.386,,,,
260,01/06/20 07:24:23 AM,73.342,,,,
261,01/06/20 07:34:23 AM,73.299,,,,
262,01/06/20 07:44:23 AM,73.213,,,,
263,01/06/20 07:54:23 AM,73.170,,,,
264,01/06/20 08:04:23 AM,73.213,,,,
265,01/06/20 08:14:23 AM,73.256,,,,
266,01/06/20 08:24:23 AM,73.256,,,,
267,01/06/20 08:34:23 AM,73.170,,,,
268,01/06/20 08:44:23 AM,73.170,,,,
269,01/06/20 08:54:23 AM,73.256,,,,
270,01/06/20 09:04:23 AM,73.256,,,,
271,01/06/20 09:14:23 AM,73.213,,,,
272,01/06/20 09:24:23 AM,73.126,,,,
273,01/06/20 09:34:23 AM,73.083,,,,
274,01/06/20 09:44:23 AM,73.126,,,,
275,01/06/20 09:54:23 AM,73.213,,,,
276,01/06/20 10:04:23 AM,73.299,,,,
277,01/06/20 10:14:23 AM,73.386,,,,
278,01/06/20 10:24:23 AM,73.342,,,,
279,01/06/20 10:34:23 AM,73.256,,,,
280,01/06/20 10:44:23 AM,73.213,,,,
281,01/06/20 10:54:23 AM,73.256,,,,
282,01/06/20 11:04:23 AM,73.342,,,,
283,01/06/20 11:14:23 AM,73.386,,,,
284,01/06/20 11:24:23 AM,73.299,,,,
285,01/06/20 11:34:23 AM,73.256,,,,
286,01/06/20 11:44:23 AM,73.256,,,,
287,01/06/20 11:54:23 AM,73.342,,,,
288,01/06/20 12:04:23 PM,73.342,,,,
289,01/06/20 12:14:23 PM,73.256,,,,
290,01/06/20 12:24:23 PM,73.213,,,,
291,01/06/20 12:34:23 PM,73.170,,,,
292,01/06/20 12:44:23 PM,73.213,,,,
293,01/06/20 12:54:23 PM,73.299,,,,
294,01/06/20 01:04:23 PM,73.386,,,,
295,01/06/20 01:14:23 PM,73.429,,,,
296,01/06/20 01:24:23 PM,73.299,,,,
297,01/06/20 01:34:23 PM,73.256,,,,
298,01/06/20 01:44:23 PM,73.213,,,,
299,01/06/20 01:54:23 PM,73.213,,,,
300,01/06/20 02:04:23 PM,73.256,,,,
301,01/06/20 02:14:23 PM,73.342,,,,
302,01/06/20 02:24:23 PM,73.386,,,,
303,01/06/20 02:34:23 PM,73.213,,,,
304,01/06/20 02:44:23 PM,73.126,,,,
305,01/06/20 02:54:23 PM,73.083,,,,
306,01/06/20 03:04:23 PM,72.869,,,,
307,01/06/20 03:14:23 PM,72.955,,,,
308,01/06/20 03:24:23 PM,73.040,,,,
309,01/06/20 03:34:23 PM,73.126,,,,
310,01/06/20 03:44:23 PM,73.256,,,,
311,01/06/20 03:54:23 PM,73.126,,,,
312,01/06/20 04:04:23 PM,72.869,,,,
313,01/06/20 04:14:23 PM,72.826,,,,
314,01/06/20 04:24:23 PM,72.912,,,,
315,01/06/20 04:34:23 PM,72.997,,,,
316,01/06/20 04:44:23 PM,73.213,,,,
317,01/06/20 04:54:23 PM,73.299,,,,
318,01/06/20 05:04:23 PM,73.256,,,,
319,01/06/20 05:14:23 PM,73.083,,,,
320,01/06/20 05:24:23 PM,73.040,,,,
321,01/06/20 05:34:23 PM,73.170,,,,
322,01/06/20 05:44:23 PM,73.299,,,,
323,01/06/20 05:54:23 PM,73.429,,,,
324,01/06/20 06:04:23 PM,73.558,,,,
325,01/06/20 06:14:23 PM,73.688,,,,
326,01/06/20 06:24:23 PM,73.515,,,,
327,01/06/20 06:34:23 PM,73.342,,,,
328,01/06/20 06:44:23 PM,73.299,,,,
329,01/06/20 06:54:23 PM,73.256,,,,
330,01/06/20 07:04:23 PM,73.213,,,,
331,01/06/20 07:14:23 PM,73.342,,,,
332,01/06/20 07:24:23 PM,73.558,,,,
333,01/06/20 07:34:23 PM,73.688,,,,
334,01/06/20 07:44:23 PM,73.861,,,,
335,01/06/20 07:54:23 PM,73.990,,,,
336,01/06/20 08:04:23 PM,74.163,,,,
337,01/06/20 08:14:23 PM,74.295,,,,
338,01/06/20 08:24:23 PM,74.424,,,,
339,01/06/20 08:34:23 PM,74.077,,,,
340,01/06/20 08:44:23 PM,73.731,,,,
341,01/06/20 08:54:23 PM,73.515,,,,
342,01/06/20 09:04:23 PM,73.515,,,,
343,01/06/20 09:14:23 PM,73.645,,,,
344,01/06/20 09:24:23 PM,73.688,,,,
345,01/06/20 09:34:23 PM,73.688,,,,
346,01/06/20 09:44:23 PM,73.731,,,,
347,01/06/20 09:54:23 PM,73.774,,,,
348,01/06/20 10:04:23 PM,73.818,,,,
349,01/06/20 10:14:23 PM,73.861,,,,
350,01/06/20 10:24:23 PM,73.861,,,,
351,01/06/20 10:34:23 PM,73.904,,,,
352,01/06/20 10:44:23 PM,73.947,,,,
353,01/06/20 10:54:23 PM,73.947,,,,
354,01/06/20 11:04:23 PM,73.990,,,,
355,01/06/20 11:14:23 PM,74.034,,,,
356,01/06/20 11:24:23 PM,74.034,,,,
357,01/06/20 11:34:23 PM,74.077,,,,
358,01/06/20 11:44:23 PM,74.120,,,,
359,01/06/20 11:54:23 PM,74.120,,,,
360,01/07/20 12:04:23 AM,74.163,,,,
361,01/07/20 12:14:23 AM,74.163,,,,
362,01/07/20 12:24:23 AM,74.206,,,,
363,01/07/20 12:34:23 AM,74.206,,,,
364,01/07/20 12:44:23 AM,74.206,,,,
365,01/07/20 12:54:23 AM,74.250,,,,
366,01/07/20 01:04:23 AM,74.250,,,,
367,01/07/20 01:14:23 AM,74.250,,,,
368,01/07/20 01:24:23 AM,74.295,,,,
369,01/07/20 01:34:23 AM,74.295,,,,
370,01/07/20 01:44:23 AM,74.295,,,,
371,01/07/20 01:54:23 AM,74.295,,,,
372,01/07/20 02:04:23 AM,74.338,,,,
373,01/07/20 02:14:23 AM,74.338,,,,
374,01/07/20 02:24:23 AM,74.338,,,,
375,01/07/20 02:34:23 AM,74.338,,,,
376,01/07/20 02:44:23 AM,74.338,,,,
377,01/07/20 02:54:23 AM,74.338,,,,
378,01/07/20 03:04:23 AM,74.381,,,,
379,01/07/20 03:14:23 AM,74.381,,,,
380,01/07/20 03:24:23 AM,74.381,,,,
381,01/07/20 03:34:23 AM,74.381,,,,
382,01/07/20 03:44:23 AM,74.381,,,,
383,01/07/20 03:54:23 AM,74.381,,,,
384,01/07/20 04:04:23 AM,74.381,,,,
385,01/07/20 04:14:23 AM,74.381,,,,
386,01/07/20 04:24:23 AM,74.381,,,,
387,01/07/20 04:34:23 AM,74.424,,,,
388,01/07/20 04:44:23 AM,74.381,,,,
389,01/07/20 04:54:23 AM,74.424,,,,
390,01/07/20 05:04:23 AM,74.424,,,,
391,01/07/20 05:14:23 AM,74.381,,,,
392,01/07/20 05:24:23 AM,74.424,,,,
393,01/07/20 05:34:23 AM,74.424,,,,
394,01/07/20 05:44:23 AM,74.424,,,,
395,01/07/20 05:54:23 AM,74.424,,,,
396,01/07/20 06:04:23 AM,74.424,,,,
397,01/07/20 06:14:23 AM,74.424,,,,
398,01/07/20 06:24:23 AM,74.424,,,,
399,01/07/20 06:34:23 AM,74.424,,,,
400,01/07/20 06:44:23 AM,74.467,,,,
401,01/07/20 06:54:23 AM,74.554,,,,
402,01/07/20 07:04:23 AM,74.640,,,,
403,01/07/20 07:14:23 AM,74.381,,,,
404,01/07/20 07:24:23 AM,73.990,,,,
405,01/07/20 07:34:23 AM,73.731,,,,
406,01/07/20 07:44:23 AM,73.774,,,,
407,01/07/20 07:54:23 AM,73.947,,,,
408,01/07/20 08:04:23 AM,73.947,,,,
409,01/07/20 08:14:23 AM,73.731,,,,
410,01/07/20 08:24:23 AM,73.688,,,,
411,01/07/20 08:34:23 AM,73.602,,,,
412,01/07/20 08:44:23 AM,73.429,,,,
413,01/07/20 08:54:23 AM,73.386,,,,
414,01/07/20 09:04:23 AM,73.688,,,,
415,01/07/20 09:14:23 AM,73.904,,,,
416,01/07/20 09:24:23 AM,74.163,,,,
417,01/07/20 09:34:23 AM,74.034,,,,
418,01/07/20 09:44:23 AM,74.120,,,,
419,01/07/20 09:54:23 AM,73.731,,,,
420,01/07/20 10:04:23 AM,73.472,,,,
421,01/07/20 10:14:23 AM,73.688,,,,
422,01/07/20 10:24:23 AM,74.120,,,,
423,01/07/20 10:34:23 AM,74.381,,,,
424,01/07/20 10:44:23 AM,74.554,,,,
425,01/07/20 10:54:23 AM,74.424,,,,
426,01/07/20 11:04:23 AM,74.381,,,,
427,01/07/20 11:14:23 AM,74.338,,,,
428,01/07/20 11:24:23 AM,74.250,,,,
429,01/07/20 11:34:23 AM,74.206,,,,
430,01/07/20 11:44:23 AM,74.206,,,,
431,01/07/20 11:54:23 AM,74.163,,,,
432,01/07/20 12:04:23 PM,74.120,,,,
433,01/07/20 12:14:23 PM,74.381,,,,
434,01/07/20 12:24:23 PM,74.727,,,,
435,01/07/20 12:34:23 PM,75.074,,,,
436,01/07/20 12:44:23 PM,74.770,,,,
437,01/07/20 12:54:23 PM,74.554,,,,
438,01/07/20 01:04:23 PM,74.381,,,,
439,01/07/20 01:14:23 PM,74.295,,,,
440,01/07/20 01:24:23 PM,74.206,,,,
441,01/07/20 01:34:23 PM,74.640,,,,
442,01/07/20 01:44:23 PM,74.986,,,,
443,01/07/20 01:54:23 PM,75.117,,,,
444,01/07/20 02:04:23 PM,74.770,,,,
445,01/07/20 02:14:23 PM,74.554,,,,
446,01/07/20 02:24:23 PM,74.467,,,,
447,01/07/20 02:34:23 PM,74.511,,,,
448,01/07/20 02:44:23 PM,74.511,,,,
449,01/07/20 02:54:23 PM,74.424,,,,
450,01/07/20 03:04:23 PM,74.206,,,,
451,01/07/20 03:14:23 PM,74.120,,,,
452,01/07/20 03:24:23 PM,74.077,,,,
453,01/07/20 03:34:23 PM,73.990,,,,
454,01/07/20 03:44:23 PM,74.034,,,,
455,01/07/20 03:54:23 PM,74.034,,,,
456,01/07/20 04:04:23 PM,74.034,,,,
457,01/07/20 04:14:23 PM,74.077,,,,
458,01/07/20 04:24:23 PM,74.120,,,,
459,01/07/20 04:34:23 PM,74.163,,,,
460,01/07/20 04:44:23 PM,74.206,,,,
461,01/07/20 04:54:23 PM,74.250,,,,
462,01/07/20 05:04:23 PM,74.250,,,,
463,01/07/20 05:14:23 PM,74.250,,,,
464,01/07/20 05:24:23 PM,74.250,,,,
465,01/07/20 05:34:23 PM,74.250,,,,
466,01/07/20 05:44:23 PM,74.163,,,,
467,01/07/20 05:54:23 PM,74.120,,,,
468,01/07/20 06:04:23 PM,74.077,,,,
469,01/07/20 06:14:23 PM,74.034,,,,
470,01/07/20 06:24:23 PM,73.990,,,,
471,01/07/20 06:34:23 PM,73.947,,,,
472,01/07/20 06:44:23 PM,73.947,,,,
473,01/07/20 06:54:23 PM,73.904,,,,
474,01/07/20 07:04:23 PM,73.947,,,,
475,01/07/20 07:14:23 PM,73.904,,,,
476,01/07/20 07:24:23 PM,73.904,,,,
477,01/07/20 07:34:23 PM,73.731,,,,
478,01/07/20 07:44:23 PM,73.602,,,,
479,01/07/20 07:54:23 PM,73.818,,,,
480,01/07/20 08:04:23 PM,73.990,,,,
481,01/07/20 08:14:23 PM,74.120,,,,
482,01/07/20 08:24:23 PM,74.250,,,,
483,01/07/20 08:34:23 PM,74.381,,,,
484,01/07/20 08:44:23 PM,74.467,,,,
485,01/07/20 08:54:23 PM,74.554,,,,
486,01/07/20 09:04:23 PM,74.640,,,,
487,01/07/20 09:14:23 PM,74.683,,,,
488,01/07/20 09:24:23 PM,74.727,,,,
489,01/07/20 09:34:23 PM,74.813,,,,
490,01/07/20 09:44:23 PM,74.856,,,,
491,01/07/20 09:54:23 PM,74.943,,,,
492,01/07/20 10:04:23 PM,74.986,,,,
493,01/07/20 10:14:23 PM,75.029,,,,
494,01/07/20 10:24:23 PM,74.986,,,,
495,01/07/20 10:34:23 PM,74.554,,,,
496,01/07/20 10:44:23 PM,74.250,,,,
497,01/07/20 10:54:23 PM,73.904,,,,
498,01/07/20 11:04:23 PM,73.645,,,,
499,01/07/20 11:14:23 PM,73.429,,,,
500,01/07/20 11:24:23 PM,73.256,,,,
501,01/07/20 11:34:23 PM,73.126,,,,
502,01/07/20 11:44:23 PM,72.955,,,,
503,01/07/20 11:54:23 PM,72.783,,,,
504,01/08/20 12:04:23 AM,72.653,,,,
505,01/08/20 12:14:23 AM,72.523,,,,
506,01/08/20 12:24:23 AM,72.480,,,,
507,01/08/20 12:34:23 AM,72.783,,,,
508,01/08/20 12:44:23 AM,72.997,,,,
509,01/08/20 12:54:23 AM,73.170,,,,
510,01/08/20 01:04:23 AM,73.342,,,,
511,01/08/20 01:14:23 AM,73.472,,,,
512,01/08/20 01:24:23 AM,73.602,,,,
513,01/08/20 01:34:23 AM,73.731,,,,
514,01/08/20 01:44:23 AM,73.818,,,,
515,01/08/20 01:54:23 AM,73.947,,,,
516,01/08/20 02:04:23 AM,74.077,,,,
517,01/08/20 02:14:23 AM,74.163,,,,
518,01/08/20 02:24:23 AM,74.250,,,,
519,01/08/20 02:34:23 AM,74.338,,,,
520,01/08/20 02:44:23 AM,74.424,,,,
521,01/08/20 02:54:23 AM,74.511,,,,
522,01/08/20 03:04:23 AM,74.554,,,,
523,01/08/20 03:14:23 AM,74.554,,,,
524,01/08/20 03:24:23 AM,74.163,,,,
525,01/08/20 03:34:23 AM,73.818,,,,
526,01/08/20 03:44:23 AM,73.558,,,,
527,01/08/20 03:54:23 AM,73.256,,,,
528,01/08/20 04:04:23 AM,73.040,,,,
529,01/08/20 04:14:23 AM,72.826,,,,
530,01/08/20 04:24:23 AM,72.696,,,,
531,01/08/20 04:34:23 AM,72.523,,,,
532,01/08/20 04:44:23 AM,72.783,,,,
533,01/08/20 04:54:23 AM,72.997,,,,
534,01/08/20 05:04:23 AM,73.170,,,,
535,01/08/20 05:14:23 AM,73.299,,,,
536,01/08/20 05:24:23 AM,73.429,,,,
537,01/08/20 05:34:23 AM,73.558,,,,
538,01/08/20 05:44:23 AM,73.645,,,,
539,01/08/20 05:54:23 AM,73.774,,,,
540,01/08/20 06:04:23 AM,73.861,,,,
541,01/08/20 06:14:23 AM,73.904,,,,
542,01/08/20 06:24:23 AM,74.034,,,,
543,01/08/20 06:34:23 AM,74.120,,,,
544,01/08/20 06:44:23 AM,74.163,,,,
545,01/08/20 06:54:23 AM,74.295,,,,
546,01/08/20 07:04:23 AM,74.381,,,,
547,01/08/20 07:14:23 AM,74.077,,,,
548,01/08/20 07:24:23 AM,73.558,,,,
